"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-liste-des-mesures-acuite-visuelle","fr-liste-des-mesures-acuite-visuelle.name","fr-liste-des-mesures-acuite-visuelle.name","","","",1,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-acuite-visuelle.name",1,1,"",""
"fr-liste-des-mesures-acuite-visuelle","fr-liste-des-mesures-acuite-visuelle.value","fr-liste-des-mesures-acuite-visuelle.value","","","",1,1,"","","","CodeableConcept {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-acuite-visuelle.value",1,1,"",""
"fr-liste-des-mesures-acuite-visuelle","fr-liste-des-mesures-acuite-visuelle.statusCode","fr-liste-des-mesures-acuite-visuelle.statusCode","","","",1,1,"","","","string {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-acuite-visuelle.statusCode",1,1,"",""
"fr-liste-des-mesures-acuite-visuelle","fr-liste-des-mesures-acuite-visuelle.effectiveTime","fr-liste-des-mesures-acuite-visuelle.effectiveTime","","","",1,1,"","","","string {[]} {[]}
","Date de la mesure","Date de la mesure","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-acuite-visuelle.effectiveTime",1,1,"",""
"fr-liste-des-mesures-acuite-visuelle","fr-liste-des-mesures-acuite-visuelle.author","fr-liste-des-mesures-acuite-visuelle.author","","","",0,1,"","","","string {[]} {[]}
","Auteur","Auteur","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-acuite-visuelle.author",0,1,"",""
"fr-liste-des-mesures-acuite-visuelle","fr-liste-des-mesures-acuite-visuelle.component","fr-liste-des-mesures-acuite-visuelle.component","","","",1,*,"","","","string {[]} {[]}
","Entrée FR-Mesure-acuite-visuelle","Entrée FR-Mesure-acuite-visuelle","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-acuite-visuelle.component",1,*,"",""
"fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires","","","",0,*,"","","","null {[]} {[]}
","FR-Liste-des-mesures-de-dispositifs-oculaires","IHE EYE CARE GEE - Lensometry Organizer                                                               Cette entrée permet de recueillir les observations des mesures des dispositifs oculaires.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires.organizer","fr-liste-des-mesures-de-dispositifs-oculaires.organizer","","","",0,1,"","","","string {[]} {[]}
","Déclaration de conformité FR-Liste-des-mesures-de-dispositifs-oculaires","Déclaration de conformité FR-Liste-des-mesures-de-dispositifs-oculaires","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-type-de-mesure-dispositif-oculaire-cisis|20250624152059","",,,,"fr-liste-des-mesures-de-dispositifs-oculaires.organizer",0,1,"",""
"fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires.id","fr-liste-des-mesures-de-dispositifs-oculaires.id","","","",1,1,"","","","string {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-dispositifs-oculaires.id",1,1,"",""
"fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires.code","fr-liste-des-mesures-de-dispositifs-oculaires.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de l'entrée","Code de l'entrée","","","","","","","","","",,"required","","https://smt.esante.gouv.fr/fhir/ValueSet/jdv-type-de-mesure-dispositif-oculaire-cisis|20250624152059","",,,,"fr-liste-des-mesures-de-dispositifs-oculaires.code",1,1,"",""
"fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires.statusCode","fr-liste-des-mesures-de-dispositifs-oculaires.statusCode","","","",1,1,"","","","string {[]} {[]}
","Statut de l'entrée
                        
                        Fixé à la valeur ""completed""","Statut de l'entrée
                        
                        Fixé à la valeur ""completed""","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-dispositifs-oculaires.statusCode",1,1,"",""
"fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires.effectiveTime","fr-liste-des-mesures-de-dispositifs-oculaires.effectiveTime","","","",1,1,"","","","string {[]} {[]}
","Date et heure de la mesure","Date et heure de la mesure","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-dispositifs-oculaires.effectiveTime",1,1,"",""
"fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires.author","fr-liste-des-mesures-de-dispositifs-oculaires.author","","","",0,1,"","","","string {[]} {[]}
","Auteur","Auteur","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-dispositifs-oculaires.author",0,1,"",""
"fr-liste-des-mesures-de-dispositifs-oculaires","fr-liste-des-mesures-de-dispositifs-oculaires.component","fr-liste-des-mesures-de-dispositifs-oculaires.component","","","",1,*,"","","","string {[]} {[]}
","Entrée FR-Mesure-dispositif-oculaire","Entrée FR-Mesure-dispositif-oculaire","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-dispositifs-oculaires.component",1,*,"",""
"fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction","","","",0,*,"","","","null {[]} {[]}
","FR-Liste-des-mesures-de-refraction","IHE EYE CARE GEE - Refractive Measurements Organizer                                                               Cette entrée permet d’enregistrer les mesures de la rubrique Réfraction automatique.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction.organizer","fr-liste-des-mesures-de-refraction.organizer","","","",0,1,"","","","string {[]} {[]}
","Entrée Liste des mesures de refraction","Entrée Liste des mesures de refraction","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-refraction.organizer",0,1,"",""
"fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction.id","fr-liste-des-mesures-de-refraction.id","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-refraction.id",1,1,"",""
"fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction.code","fr-liste-des-mesures-de-refraction.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de l'entrée","Code de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-refraction.code",1,1,"",""
"fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction.statusCode","fr-liste-des-mesures-de-refraction.statusCode","","","",1,1,"","","","string {[]} {[]}
","Statut de l'entrée
                        
                        Fixé à la valeur ""completed""","Statut de l'entrée
                        
                        Fixé à la valeur ""completed""","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-refraction.statusCode",1,1,"",""
"fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction.effectiveTime","fr-liste-des-mesures-de-refraction.effectiveTime","","","",1,1,"","","","string {[]} {[]}
","Date et heure de la mesure","Date et heure de la mesure","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-refraction.effectiveTime",1,1,"",""
"fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction.author","fr-liste-des-mesures-de-refraction.author","","","",0,1,"","","","string {[]} {[]}
","Auteur","Auteur","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-refraction.author",0,1,"",""
"fr-liste-des-mesures-de-refraction","fr-liste-des-mesures-de-refraction.component","fr-liste-des-mesures-de-refraction.component","","","",1,*,"","","","string {[]} {[]}
","Entrée FR-Mesure-de-refraction","Entrée FR-Mesure-de-refraction","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-de-refraction.component",1,*,"",""
"fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques","","","",0,*,"","","","null {[]} {[]}
","FR-Liste-des-mesures-keratometriques","IHE GEE - Organisateur de kératométrie                                                               Cette entrée permet d’enregistrer les mesures Keratometriques.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques.organizer","fr-liste-des-mesures-keratometriques.organizer","","","",0,1,"","","","string {[]} {[]}
","Entrée Liste des mesures keratometriques","Entrée Liste des mesures keratometriques","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-keratometriques.organizer",0,1,"",""
"fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques.id","fr-liste-des-mesures-keratometriques.id","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-keratometriques.id",1,1,"",""
"fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques.code","fr-liste-des-mesures-keratometriques.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de l'entrée","Code de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-keratometriques.code",1,1,"",""
"fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques.statusCode","fr-liste-des-mesures-keratometriques.statusCode","","","",1,1,"","","","string {[]} {[]}
","Statut de l'entrée
                        
                        Fixé à la valeur ""completed""","Statut de l'entrée
                        
                        Fixé à la valeur ""completed""","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-keratometriques.statusCode",1,1,"",""
"fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques.effectiveTime","fr-liste-des-mesures-keratometriques.effectiveTime","","","",1,1,"","","","Period {[]} {[]}
","Date et heure de la mesure","Date et heure de la mesure","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-keratometriques.effectiveTime",1,1,"",""
"fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques.author","fr-liste-des-mesures-keratometriques.author","","","",1,1,"","","","string {[]} {[]}
","Auteur","Auteur","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-keratometriques.author",1,1,"",""
"fr-liste-des-mesures-keratometriques","fr-liste-des-mesures-keratometriques.component","fr-liste-des-mesures-keratometriques.component","","","",1,*,"","","","string {[]} {[]}
","Entrée FR-Mesure-keratometrique","Entrée FR-Mesure-keratometrique","","","","","","","","","",,,,,"",,,,"fr-liste-des-mesures-keratometriques.component",1,*,"",""
"fr-liste-des-observations","fr-liste-des-observations","fr-liste-des-observations","","","",0,*,"","","","null {[]} {[]}
","FR-Liste-des-observations","IHE-APSR - Problem Organizer                                                                Cette entrée permet de regrouper les observations et les images prises pour analyser un problème identifié sur un échantillon ou sur un groupe d'échantillons. Elle permet aussi de regrouper les problèmes liés...","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-liste-des-observations","fr-liste-des-observations.organizer","fr-liste-des-observations.organizer","","","",0,*,"","","","string {[]} {[]}
","Entrée liste des observations","Entrée liste des observations","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.organizer",0,*,"",""
"fr-liste-des-observations","fr-liste-des-observations.id","fr-liste-des-observations.id","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.id",0,*,"",""
"fr-liste-des-observations","fr-liste-des-observations.code","fr-liste-des-observations.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code de l'entrée","Code de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.code",0,1,"",""
"fr-liste-des-observations","fr-liste-des-observations.qualifier","fr-liste-des-observations.qualifier","","","",0,*,"","","","string {[]} {[]}
","Type de problème","Type de problème","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.qualifier",0,*,"",""
"fr-liste-des-observations","fr-liste-des-observations.name","fr-liste-des-observations.name","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.name",0,1,"",""
"fr-liste-des-observations","fr-liste-des-observations.value","fr-liste-des-observations.value","","","",0,*,"","","","CodeableConcept {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.value",0,*,"",""
"fr-liste-des-observations","fr-liste-des-observations.statusCode","fr-liste-des-observations.statusCode","","","",1,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.statusCode",1,1,"",""
"fr-liste-des-observations","fr-liste-des-observations.effectiveTime","fr-liste-des-observations.effectiveTime","","","",1,1,"","","","dateTime {[]} {[]}
","Date à laquelle les résultats ont été saisis","Date à laquelle les résultats ont été saisis","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.effectiveTime",1,1,"",""
"fr-liste-des-observations","fr-liste-des-observations.observation","fr-liste-des-observations.observation","","","",0,1,"","","","string {[]} {[]}
","Précision sur le type de problème","Précision sur le type de problème","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.observation",0,1,"",""
"fr-liste-des-observations","fr-liste-des-observations.sequenceNumber","fr-liste-des-observations.sequenceNumber","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"fr-liste-des-observations.sequenceNumber",0,1,"",""
